exp,idx,jatosID,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp,studresp,stud_jud,presented
EA_exp_3_forTB,43,NA,2,78,116,1,m,2,1618,522,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,79,34,2,z,2,4515,435,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,80,114,1,z,2,1131,439,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,81,123,1,m,4,4307,324,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,82,18,2,z,2,2351,604,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,83,149,1,z,2,3184,368,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,84,192,1,m,3,2527,622,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,85,188,1,z,2,1335,435,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,86,42,2,z,2,4706,656,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,87,79,2,z,2,1502,700,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,88,83,2,z,2,2401,571,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,89,166,1,m,2,1837,430,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,90,31,2,z,2,2547,674,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,91,32,2,m,2,1450,416,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,92,196,1,m,3,1008,426,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,93,190,1,m,2,1858,377,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,94,183,1,m,4,1106,392,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,95,8,2,z,2,1585,436,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,96,111,1,z,2,1560,655,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,97,187,1,m,3,949,530,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,98,191,1,m,3,1588,752,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,99,97,2,z,2,1283,434,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,100,24,2,z,1,1569,691,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,101,113,1,m,4,851,737,hit,6,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,102,73,2,z,1,1302,906,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,103,50,2,z,2,1543,868,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,104,131,1,z,1,2956,1397,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,105,136,1,z,2,2585,1153,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,106,164,1,m,3,1253,812,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,107,37,2,z,2,1164,848,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,108,29,2,m,1,1949,1691,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,109,47,2,z,2,1422,2874,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,110,74,2,z,2,1496,813,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,111,45,2,z,2,2429,517,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,112,66,2,z,2,1205,909,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,113,139,1,m,3,1201,1187,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,114,179,1,z,2,1692,1635,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,115,14,2,m,1,2504,647,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,116,81,2,z,2,1208,640,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,117,172,1,m,4,821,1048,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,118,171,1,z,2,1655,863,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,119,135,1,z,2,1910,683,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,120,40,2,z,1,1720,550,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,121,95,2,z,3,1464,528,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,122,186,1,m,3,969,999,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,123,70,2,z,2,1424,969,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,124,38,2,z,2,2930,1016,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,125,44,2,z,2,1849,657,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,126,180,1,m,4,925,884,hit,6,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,127,89,2,z,2,1443,1609,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,128,36,2,z,2,2257,2369,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,129,163,1,z,2,3316,657,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,130,199,1,m,2,1557,802,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,131,118,1,z,3,3476,1106,miss,2,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,132,103,1,m,1,1743,354,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,133,25,2,z,2,1919,1274,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,134,56,2,z,2,1657,1481,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,135,15,2,z,2,1589,816,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,136,35,2,m,1,1686,342,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,137,67,2,z,2,1586,1021,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,138,175,1,m,2,2094,996,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,139,60,2,z,2,3196,670,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,140,61,2,z,3,4267,1828,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,141,85,2,z,1,1701,498,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,142,197,1,m,1,2118,1132,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,143,49,2,z,2,2033,1338,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,144,117,1,m,2,1981,615,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,145,138,1,z,3,1889,854,miss,2,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,146,28,2,z,2,3951,818,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,147,33,2,z,3,1538,1326,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,148,150,1,m,3,1464,1169,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,149,71,2,m,1,1745,463,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,150,51,2,z,2,4213,599,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,151,174,1,z,1,1847,400,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,152,2,2,z,2,2243,1193,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,153,144,1,m,3,3221,739,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,154,68,2,z,3,2089,1125,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,155,21,2,m,1,1433,898,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,156,162,1,m,2,1241,1374,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,157,154,1,m,3,1876,911,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,158,129,1,m,1,1668,420,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,159,132,1,z,2,1501,1034,miss,3,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,160,184,1,z,2,1935,535,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,161,165,1,m,2,10291,384,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,162,155,1,m,1,1296,1158,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,163,10,2,z,2,1232,690,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,164,53,2,m,1,2359,1242,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,165,1,2,z,2,1226,435,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,166,126,1,m,2,4667,377,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,167,107,1,z,2,6769,431,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,168,169,1,z,2,1432,695,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,169,65,2,z,2,5429,453,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,170,133,1,z,2,3325,353,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,171,9,2,z,3,1498,1553,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,172,193,1,z,2,1060,515,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,173,19,2,z,2,4583,858,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,174,137,1,m,4,2155,325,hit,6,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,175,189,1,m,4,856,463,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,176,112,1,z,2,1559,530,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,177,7,2,z,3,1836,1438,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,178,72,2,m,1,848,727,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,179,109,1,m,4,941,847,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,180,48,2,z,2,1479,493,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,181,23,2,z,2,1420,452,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,182,185,1,m,2,1285,849,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,183,198,1,m,4,743,541,hit,6,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,184,115,1,z,2,1244,993,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,185,98,2,z,4,1329,535,cr,1,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,186,96,2,z,3,1275,408,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,187,159,1,m,3,2104,1447,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,188,145,1,z,3,1262,630,miss,2,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,189,3,2,z,2,1387,432,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,190,94,2,z,3,2982,1506,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,191,82,2,z,2,1469,438,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,192,148,1,m,2,2256,268,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,193,141,1,m,2,1217,229,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,194,88,2,z,2,1516,578,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,195,130,1,m,4,2366,1959,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,196,142,1,z,2,2250,450,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,197,127,1,m,1,2281,303,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,43,NA,2,198,13,2,z,1,1886,467,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,43,NA,2,199,153,1,m,1,2154,261,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,43,NA,2,200,92,2,z,4,1625,724,cr,1,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,1,20,1,m,3,2597,2584,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,2,107,2,z,3,2927,662,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,3,67,1,m,2,2475,738,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,4,63,1,m,2,1572,785,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,5,1,1,m,3,1423,963,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,6,59,1,m,3,1549,826,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,7,71,1,m,3,1046,1642,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,8,100,1,m,3,1221,753,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,9,168,2,z,2,1316,874,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,10,194,2,z,2,1222,1200,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,11,21,1,m,2,1602,715,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,12,174,2,z,2,1472,846,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,13,29,1,m,2,1535,827,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,14,28,1,m,3,1080,665,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,15,103,2,z,3,1551,875,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,16,19,1,z,1,1641,786,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,17,79,1,m,3,1237,844,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,18,117,2,z,3,1079,1178,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,19,141,2,m,2,1724,3121,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,20,99,1,m,2,2278,1076,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,21,128,2,z,3,824,1010,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,22,31,1,m,3,1035,668,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,23,52,1,m,3,1264,618,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,24,196,2,z,2,1217,889,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,25,49,1,m,3,1738,1708,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,26,149,2,z,2,1385,908,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,27,87,1,z,2,2419,1281,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,28,97,1,m,3,894,772,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,29,60,1,m,3,744,707,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,30,193,2,z,2,951,700,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,31,23,1,m,3,1122,1276,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,32,163,2,z,2,1161,1031,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,33,101,2,z,3,1113,813,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,34,156,2,z,1,2237,910,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,35,5,1,z,2,1401,684,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,36,172,2,z,3,1140,768,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,37,171,2,z,3,1250,663,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,38,82,1,m,1,1922,1005,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,39,118,2,z,2,1347,777,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,40,184,2,z,2,1022,988,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,41,197,2,z,3,870,877,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,42,130,2,z,2,1277,850,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,43,121,2,z,2,948,804,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,44,183,2,z,2,789,831,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,45,45,1,m,2,1024,689,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,46,80,1,m,3,790,751,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,47,56,1,z,1,1572,701,miss,3,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,48,12,1,m,4,963,1093,hit,6,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,49,76,1,m,3,1282,704,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,50,142,2,z,2,1013,775,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,51,126,2,z,2,986,3467,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,52,143,2,z,2,1328,790,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,53,181,2,z,2,584,730,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,54,192,2,z,2,638,768,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,55,170,2,z,2,1202,826,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,56,199,2,z,2,889,1457,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,57,179,2,z,2,952,795,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,58,139,2,z,2,715,858,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,59,136,2,z,2,809,1233,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,60,106,2,z,3,862,1176,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,61,158,2,z,2,474,609,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,62,134,2,z,2,747,774,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,63,164,2,z,2,1078,759,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,64,4,1,z,2,1193,707,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,65,89,1,m,3,713,965,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,66,46,1,m,3,936,612,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,67,173,2,z,2,1340,592,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,68,200,2,z,2,1363,1277,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,69,110,2,z,2,1341,863,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,70,95,1,m,3,1039,734,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,71,50,1,m,3,740,815,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,72,16,1,m,3,831,872,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,73,124,2,m,1,1687,860,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,74,17,1,m,3,941,1471,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,75,7,1,m,1,804,1023,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,76,167,2,z,2,729,852,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,77,96,1,z,2,1025,819,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,78,26,1,z,2,1478,850,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,79,189,2,z,3,897,886,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,80,15,1,z,1,596,1190,miss,3,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,81,85,1,z,1,1449,823,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,82,2,1,m,3,885,1086,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,83,176,2,z,3,1011,853,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,84,145,2,z,2,1110,801,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,85,127,2,z,2,895,727,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,86,186,2,z,2,795,661,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,87,73,1,m,2,1341,688,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,88,188,2,z,2,885,796,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,89,14,1,m,3,972,688,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,90,177,2,z,2,837,719,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,91,114,2,z,1,1178,1085,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,92,182,2,z,2,1010,1316,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,93,54,1,m,1,1699,791,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,94,22,1,m,1,1161,596,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,95,155,2,z,2,893,706,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,96,195,2,z,2,986,794,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,97,125,2,z,2,2247,811,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,98,152,2,z,2,971,799,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,99,58,1,m,1,3138,926,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,100,13,1,z,1,1112,679,miss,3,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,101,69,1,m,2,830,581,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,102,98,1,m,3,1232,744,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,103,138,2,m,1,3453,603,fa,4,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,104,35,1,m,1,993,630,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,105,112,2,z,2,766,697,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,106,36,1,m,3,1055,607,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,107,74,1,m,2,825,544,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,108,24,1,z,2,1606,597,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,109,9,1,z,1,3103,620,miss,3,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,110,191,2,z,1,1314,633,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,111,27,1,z,2,931,597,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,112,91,1,m,3,1057,831,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,113,180,2,z,2,1101,558,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,114,161,2,z,2,920,589,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,115,30,1,z,2,905,668,miss,3,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,116,43,1,m,3,837,635,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,117,175,2,z,2,1700,696,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,118,157,2,z,1,3275,756,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,119,92,1,m,3,1350,523,hit,5,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,120,123,2,z,2,1286,558,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,121,61,1,z,1,905,702,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,122,135,2,z,1,819,716,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,123,137,2,z,2,721,654,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,124,64,1,m,3,839,717,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,125,148,2,z,2,988,612,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,126,187,2,z,2,843,708,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,127,37,1,z,2,1372,605,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,128,132,2,z,1,742,737,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,129,105,2,z,2,611,741,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,130,8,1,m,2,1001,571,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,131,133,2,z,2,1056,709,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,132,44,1,m,2,2011,482,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,133,38,1,m,1,1009,850,hit,4,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,134,160,2,z,3,1790,1090,cr,2,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,135,165,2,z,2,1178,689,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,136,150,2,z,2,698,933,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,137,104,2,z,2,656,719,cr,3,NA,NA,NA,NA,NA
EA_exp_3_forTB,44,NA,1,138,81,1,z,2,740,656,miss,3,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,139,90,1,m,2,1520,900,hit,4,NA,NA,p,younger,1
EA_exp_3_forTB,44,NA,1,140,86,1,m,3,931,854,hit,5,NA,NA,q,older,1
EA_exp_3_forTB,44,NA,1,141,3,1,m,3,962,744,hit,5,NA,NA,p,younger,1
