exp,idx,jatosID,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp,studresp,stud_jud,presented
EA_exp_3,2,28665,1,89,25,1,m,2,1015,888,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,90,7,1,m,3,902,411,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,91,142,2,z,2,988,1166,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,92,156,2,z,2,1310,502,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,93,30,1,z,3,739,543,miss,2,f,19,None,NA,1
EA_exp_3,2,28665,1,94,109,2,z,3,1021,460,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,95,196,2,z,4,953,943,cr,1,f,19,NA,NA,NA
EA_exp_3,2,28665,1,96,147,2,z,3,1273,448,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,97,98,1,m,4,1377,450,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,98,87,1,m,3,1197,1131,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,99,173,2,z,3,2191,417,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,100,189,2,z,2,979,532,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,101,16,1,m,2,1666,423,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,102,149,2,z,3,1381,1050,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,103,21,1,z,1,1632,569,miss,3,f,19,q,older,1
EA_exp_3,2,28665,1,104,179,2,z,1,1699,393,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,105,59,1,z,2,1017,620,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,106,133,2,m,1,1204,445,fa,4,f,19,NA,NA,NA
EA_exp_3,2,28665,1,107,197,2,z,1,1534,458,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,108,63,1,z,2,1816,426,miss,3,f,19,q,older,1
EA_exp_3,2,28665,1,109,99,1,m,2,969,445,hit,4,f,19,q,older,1
EA_exp_3,2,28665,1,110,85,1,m,3,1133,681,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,111,29,1,m,2,1279,390,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,112,178,2,z,2,1238,542,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,113,181,2,m,2,812,420,fa,4,f,19,NA,NA,NA
EA_exp_3,2,28665,1,114,170,2,z,3,965,839,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,115,122,2,z,3,1584,513,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,116,112,2,z,2,830,534,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,117,97,1,m,4,1027,386,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,118,12,1,m,4,915,392,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,119,138,2,z,2,1754,478,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,120,162,2,z,2,959,351,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,121,20,1,m,2,1171,316,hit,4,f,19,q,older,1
EA_exp_3,2,28665,1,122,195,2,z,4,1138,814,cr,1,f,19,NA,NA,NA
EA_exp_3,2,28665,1,123,75,1,m,2,1983,489,hit,4,f,19,q,older,1
EA_exp_3,2,28665,1,124,86,1,m,2,777,385,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,125,57,1,m,4,1203,460,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,126,77,1,m,3,937,463,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,127,132,2,z,2,1837,511,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,128,174,2,z,1,1084,474,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,129,78,1,m,4,939,539,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,130,31,1,z,2,1497,518,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,131,81,1,z,2,882,1433,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,132,110,2,z,2,1097,447,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,133,71,1,m,2,1181,729,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,134,5,1,z,3,1596,678,miss,2,f,19,None,NA,1
EA_exp_3,2,28665,1,135,56,1,m,4,860,740,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,136,150,2,z,3,1558,1187,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,137,53,1,m,4,1399,662,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,138,183,2,z,2,1532,553,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,139,114,2,z,2,742,1360,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,140,66,1,m,3,1230,483,hit,5,f,19,q,older,1
EA_exp_3,2,28665,1,141,2,1,m,2,785,1227,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,142,36,1,z,2,1467,2058,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,143,188,2,m,2,2540,350,fa,4,f,19,NA,NA,NA
EA_exp_3,2,28665,1,144,42,1,m,4,910,421,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,145,91,1,m,4,2321,387,hit,6,f,19,p,younger,1
EA_exp_3,2,28665,1,146,111,2,z,2,1378,503,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,147,104,2,z,2,1139,368,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,148,171,2,z,2,947,404,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,149,82,1,z,3,863,525,miss,2,f,19,None,NA,1
EA_exp_3,2,28665,1,150,193,2,z,2,1289,479,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,151,38,1,m,2,1151,537,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,152,45,1,m,3,821,446,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,153,152,2,z,2,943,386,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,154,161,2,z,2,949,407,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,155,35,1,m,3,936,492,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,156,144,2,m,2,971,333,fa,4,f,19,NA,NA,NA
EA_exp_3,2,28665,1,157,9,1,z,2,751,444,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,158,119,2,z,3,750,456,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,159,131,2,z,3,1017,552,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,160,14,1,m,3,1188,1134,hit,5,f,19,q,older,1
EA_exp_3,2,28665,1,161,157,2,z,2,1439,417,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,162,103,2,z,2,909,390,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,163,33,1,m,4,1192,561,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,164,130,2,z,1,1404,494,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,165,163,2,z,2,1043,522,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,166,22,1,m,1,1096,853,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,167,67,1,z,4,1589,687,miss,1,f,19,None,NA,1
EA_exp_3,2,28665,1,168,158,2,z,4,947,391,cr,1,f,19,NA,NA,NA
EA_exp_3,2,28665,1,169,18,1,m,2,1004,459,hit,4,f,19,p,younger,1
EA_exp_3,2,28665,1,170,155,2,z,3,1242,530,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,171,64,1,m,3,1294,515,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,172,139,2,z,2,847,440,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,173,51,1,z,3,694,454,miss,2,f,19,None,NA,1
EA_exp_3,2,28665,1,174,39,1,m,4,789,928,hit,6,f,19,p,younger,1
EA_exp_3,2,28665,1,175,90,1,m,3,2121,911,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,176,60,1,m,2,636,685,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,177,74,1,z,2,2129,423,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,178,168,2,z,2,950,380,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,179,129,2,m,1,1470,508,fa,4,f,19,NA,NA,NA
EA_exp_3,2,28665,1,180,44,1,m,4,3753,1229,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,181,52,1,z,2,1968,520,miss,3,f,19,None,NA,1
EA_exp_3,2,28665,1,182,68,1,m,4,867,827,hit,6,f,19,q,older,1
EA_exp_3,2,28665,1,183,84,1,m,1,1327,528,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,184,17,1,m,3,748,681,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,185,135,2,z,1,1200,665,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,186,13,1,m,2,1792,385,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,187,48,1,m,1,1333,327,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,188,89,1,m,2,650,411,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,189,10,1,m,3,1343,351,hit,5,f,19,None,NA,1
EA_exp_3,2,28665,1,190,105,2,z,3,1109,575,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,191,177,2,z,3,697,423,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,192,164,2,z,3,679,390,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,193,96,1,m,1,1642,415,hit,4,f,19,None,NA,1
EA_exp_3,2,28665,1,194,79,1,m,4,1072,383,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,195,141,2,z,3,1355,452,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,196,123,2,z,3,677,417,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,197,187,2,z,3,801,491,cr,2,f,19,NA,NA,NA
EA_exp_3,2,28665,1,198,93,1,m,4,993,410,hit,6,f,19,None,NA,1
EA_exp_3,2,28665,1,199,198,2,z,2,1387,414,cr,3,f,19,NA,NA,NA
EA_exp_3,2,28665,1,200,40,1,m,3,993,832,hit,5,f,19,None,NA,1
EA_exp_3,3,28653,2,1,74,2,m,3,2367,2859,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,2,173,1,m,3,3337,1694,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,3,106,1,m,3,2841,1811,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,4,147,1,z,3,2236,1612,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,5,80,2,z,4,1723,2962,cr,1,f,19,NA,NA,NA
EA_exp_3,3,28653,2,6,184,1,m,4,1769,1487,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,7,99,2,m,4,1543,671,fa,6,f,19,NA,NA,NA
EA_exp_3,3,28653,2,8,189,1,m,3,2772,945,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,9,133,1,z,3,1565,1528,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,10,181,1,z,2,3801,670,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,11,55,2,z,2,2451,1228,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,12,136,1,m,3,2233,1053,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,13,27,2,z,2,1649,411,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,14,102,1,m,2,1180,982,hit,4,f,19,q,older,1
EA_exp_3,3,28653,2,15,72,2,z,2,2306,1023,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,16,45,2,m,3,1843,999,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,17,85,2,m,3,1263,167,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,18,13,2,z,3,1392,516,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,19,91,2,z,2,1422,1105,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,20,114,1,z,3,1014,583,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,21,129,1,z,3,896,1014,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,22,98,2,z,3,1106,1790,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,23,148,1,z,2,1447,871,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,24,112,1,z,2,1751,569,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,25,78,2,z,3,948,1623,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,26,52,2,z,3,1046,631,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,27,25,2,z,3,1215,840,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,28,8,2,z,4,2008,961,cr,1,f,19,NA,NA,NA
EA_exp_3,3,28653,2,29,71,2,m,2,2444,1011,fa,4,f,19,NA,NA,NA
EA_exp_3,3,28653,2,30,171,1,m,3,2107,754,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,31,119,1,m,4,1684,858,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,32,101,1,z,3,1242,482,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,33,70,2,z,3,1177,458,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,34,161,1,z,3,824,450,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,35,163,1,z,1,1296,2837,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,36,2,2,z,2,1780,1273,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,37,143,1,m,3,1045,694,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,38,187,1,m,3,1260,403,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,39,180,1,z,2,933,632,miss,3,f,19,p,younger,1
EA_exp_3,3,28653,2,40,170,1,m,4,1248,679,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,41,128,1,m,3,1087,637,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,42,137,1,z,3,1682,330,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,43,16,2,z,3,1040,815,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,44,87,2,m,3,2194,674,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,45,144,1,z,2,1723,461,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,46,23,2,m,3,1631,402,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,47,9,2,z,2,1462,405,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,48,65,2,z,3,1235,814,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,49,185,1,z,3,1697,1348,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,50,82,2,z,2,898,741,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,51,83,2,z,3,620,570,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,52,68,2,z,3,1348,744,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,53,199,1,m,3,1002,494,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,54,123,1,m,4,1371,926,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,55,159,1,z,2,1580,805,miss,3,f,19,p,younger,1
EA_exp_3,3,28653,2,56,116,1,m,3,1077,819,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,57,76,2,m,3,2275,819,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,58,17,2,z,2,1359,710,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,59,10,2,m,3,1048,1018,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,60,93,2,m,4,1423,2275,fa,6,f,19,NA,NA,NA
EA_exp_3,3,28653,2,61,186,1,m,4,1736,638,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,62,126,1,z,3,1363,713,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,63,46,2,z,3,1945,537,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,64,58,2,z,3,1014,502,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,65,21,2,m,3,994,1188,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,66,34,2,z,3,2408,479,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,67,115,1,z,3,1165,377,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,68,176,1,m,3,1579,1477,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,69,18,2,z,3,1277,1457,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,70,154,1,z,2,842,513,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,71,151,1,m,3,1131,1978,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,72,118,1,m,3,1493,586,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,73,152,1,m,3,1913,320,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,74,192,1,m,4,1507,1377,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,75,28,2,z,2,1422,924,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,76,105,1,m,3,3049,808,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,77,127,1,z,2,1192,419,miss,3,f,19,p,younger,1
EA_exp_3,3,28653,2,78,30,2,z,2,1142,335,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,79,62,2,z,3,1043,578,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,80,200,1,m,4,1055,1324,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,81,113,1,z,3,2971,811,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,82,41,2,z,3,2710,906,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,83,188,1,m,2,916,811,hit,4,f,19,q,older,1
EA_exp_3,3,28653,2,84,5,2,m,2,1440,509,fa,4,f,19,NA,NA,NA
EA_exp_3,3,28653,2,85,47,2,z,2,1194,388,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,86,32,2,z,3,1413,454,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,87,40,2,z,3,1525,434,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,88,12,2,z,2,1343,501,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,89,42,2,z,2,1284,456,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,90,158,1,z,3,1351,507,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,91,162,1,z,2,1431,424,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,92,153,1,z,3,555,717,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,93,63,2,z,3,1056,432,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,94,138,1,m,3,753,492,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,95,174,1,m,3,1062,377,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,96,139,1,m,4,1084,681,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,97,19,2,z,3,946,387,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,98,6,2,m,3,900,602,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,99,141,1,z,3,1399,534,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,100,14,2,z,3,1140,461,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,101,196,1,m,3,1276,322,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,102,67,2,z,2,1205,448,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,103,145,1,m,4,1122,844,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,104,79,2,z,3,1036,797,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,105,61,2,z,2,1598,408,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,106,109,1,m,4,1098,503,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,107,86,2,z,3,1238,396,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,108,183,1,z,3,1419,431,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,109,172,1,z,3,1008,496,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,110,94,2,z,3,957,465,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,111,140,1,z,3,1043,352,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,112,104,1,z,2,1524,399,miss,3,f,19,p,younger,1
EA_exp_3,3,28653,2,113,26,2,z,2,836,393,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,114,69,2,z,2,747,662,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,115,37,2,z,3,908,482,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,116,157,1,m,3,900,422,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,117,7,2,z,2,1063,326,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,118,197,1,z,2,939,271,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,119,88,2,m,3,1557,176,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,120,38,2,z,2,1101,232,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,121,124,1,z,2,1169,315,miss,3,f,19,p,younger,1
EA_exp_3,3,28653,2,122,75,2,z,3,592,290,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,123,43,2,z,3,1227,416,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,124,90,2,z,2,819,251,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,125,168,1,z,3,836,281,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,126,60,2,z,3,690,302,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,127,177,1,z,3,707,320,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,128,169,1,z,3,962,408,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,129,73,2,m,3,1384,1051,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,130,29,2,m,3,1856,401,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,131,84,2,z,2,784,316,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,132,190,1,m,3,1364,484,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,133,193,1,m,4,1457,385,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,134,131,1,z,2,1764,742,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,135,167,1,m,4,1580,467,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,136,53,2,z,3,1090,447,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,137,20,2,z,2,1102,301,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,138,96,2,m,3,1489,303,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,139,178,1,m,3,1030,404,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,140,95,2,z,2,1397,231,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,141,179,1,z,2,643,542,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,142,24,2,m,2,1067,570,fa,4,f,19,NA,NA,NA
EA_exp_3,3,28653,2,143,160,1,m,4,1397,390,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,144,48,2,z,2,938,444,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,145,122,1,m,4,1103,361,hit,6,f,19,p,younger,1
EA_exp_3,3,28653,2,146,130,1,m,3,1244,788,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,147,92,2,m,4,1156,224,fa,6,f,19,NA,NA,NA
EA_exp_3,3,28653,2,148,135,1,z,3,969,284,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,149,54,2,z,3,978,228,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,150,64,2,z,3,828,261,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,151,146,1,z,3,703,457,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,152,1,2,m,3,953,508,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,153,108,1,m,4,1177,324,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,154,164,1,z,3,1259,624,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,155,36,2,z,3,1397,201,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,156,51,2,m,3,1284,857,fa,5,f,19,NA,NA,NA
EA_exp_3,3,28653,2,157,120,1,m,3,730,404,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,158,100,2,z,3,1124,385,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,159,50,2,z,3,1076,322,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,160,132,1,z,3,1926,226,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,161,155,1,z,3,717,247,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,162,89,2,z,3,895,261,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,163,3,2,z,3,557,544,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,164,142,1,z,2,1101,377,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,165,125,1,z,2,876,178,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,166,149,1,z,2,558,240,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,167,4,2,z,2,584,281,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,168,117,1,m,3,675,352,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,169,15,2,z,2,851,200,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,170,11,2,z,3,661,290,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,171,134,1,z,3,806,367,miss,2,f,19,p,younger,1
EA_exp_3,3,28653,2,172,195,1,z,1,693,1521,miss,3,f,19,q,older,1
EA_exp_3,3,28653,2,173,39,2,z,2,1171,1520,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,174,121,1,z,2,870,363,miss,3,f,19,p,younger,1
EA_exp_3,3,28653,2,175,191,1,m,3,1099,316,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,176,77,2,z,2,944,244,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,177,66,2,z,2,1150,168,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,178,111,1,z,3,1138,431,miss,2,f,19,q,older,1
EA_exp_3,3,28653,2,179,59,2,z,3,881,356,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,180,150,1,m,3,1321,269,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,181,35,2,z,2,677,258,cr,3,f,19,NA,NA,NA
EA_exp_3,3,28653,2,182,156,1,m,3,1177,306,hit,5,f,19,p,younger,1
EA_exp_3,3,28653,2,183,103,1,m,4,905,957,hit,6,f,19,q,older,1
EA_exp_3,3,28653,2,184,56,2,z,3,1066,312,cr,2,f,19,NA,NA,NA
EA_exp_3,3,28653,2,185,182,1,m,3,1166,263,hit,5,f,19,q,older,1
EA_exp_3,3,28653,2,186,22,2,m,3,1312,132,fa,5,f,19,NA,NA,NA
